date of birth;age;sex;account;id;issued;active;payroll;segment
25.11.1990;26;Female;ABB individuals;01-0165-F-5343539;0;0;0;Workers
02.11.1983;33;Female;ABB individuals;01-0102-F-5343590;0;0;0;Workers
03.05.1966;50;Male;ABB individuals;01-0102-F-5344155;0;0;0;Workers
09.02.1986;31;Male;ABB individuals;01-0102-F-5343684;0;0;0;Workers
14.10.1993;23;Male;ABB individuals;01-0102-F-5344220;0;0;0;Students
24.07.1992;24;Female;ABB individuals;01-0102-F-5344252;0;0;0;Students
04.10.1928;88;Female;ABB individuals;01-0165-F-5341673;0;0;0;Retired
07.01.1937;80;Female;ABB individuals;01-0102-F-5342246;1;0;0;Retired
10.11.1967;49;Male;ABB individuals;01-0102-F-5342334;0;0;0;Workers
21.07.1977;39;Female;ABB individuals;01-0102-F-5341773;0;0;0;Workers
29.01.1985;32;Male;ABB individuals;01-0102-F-5342442;0;0;0;Workers
18.04.1988;28;Male;ABB individuals;01-0102-F-5341904;1;0;0;Workers
25.12.1967;49;Male;ABB individuals;01-0102-F-5341960;0;0;0;Workers
22.07.1978;38;Female;ABB individuals;01-0165-F-5341375;0;0;0;Workers
11.03.1938;78;Male;ABB individuals;01-0102-F-5341469;1;0;0;Retired
26.07.1935;81;Female;ABB individuals;01-0102-F-5341540;0;0;0;Retired
27.04.1975;41;Female;ABB individuals;01-0102-F-5341541;0;0;0;Workers
30.11.1966;50;Female;ABB individuals;01-0102-F-5342195;0;0;0;Workers
18.01.1942;75;Female;ABB individuals;01-0102-F-5342196;1;0;0;Retired
15.01.1975;42;Male;ABB individuals;01-0102-F-5341623;0;0;0;Workers
02.03.1966;51;Female;ABB individuals;01-0102-F-5341638;0;0;0;Workers
28.04.1980;36;Female;ABB individuals;01-0102-F-5346996;0;0;0;Workers
18.07.1941;75;Female;ABB individuals;01-0102-F-5347011;0;0;0;Retired
20.05.1993;23;Male;ABB individuals;01-0102-F-5347413;0;0;0;Students
22.02.1987;30;Male;ABB individuals;01-0102-F-5345349;0;0;0;Workers
24.12.1970;46;Male;ABB individuals;01-0102-F-5345359;0;0;0;Workers
10.11.1953;63;Female;ABB individuals;01-0102-F-5345785;0;0;0;Retired
03.12.1985;31;Male;ABB individuals;01-0102-F-5347039;0;0;0;Workers
29.06.1968;48;Female;ABB individuals;01-0102-F-5345382;0;0;0;Workers
30.08.1939;77;Female;ABB individuals;01-0102-F-5345410;0;0;0;Retired
03.03.1978;39;Female;ABB individuals;01-0165-F-5347493;0;0;0;Workers
15.10.1935;81;Female;ABB individuals;01-0165-F-5347753;0;0;0;Retired
23.08.1987;29;Male;ABB individuals;01-0102-F-5345866;0;0;0;Workers
21.05.1969;47;Female;ABB individuals;01-0102-F-5347534;0;0;0;Workers
10.08.1960;56;Male;ABB individuals;01-0165-F-5347536;0;0;0;Workers
19.08.1938;78;Female;ABB individuals;01-0102-F-5347123;0;0;0;Retired
10.08.1984;32;Female;ABB individuals;01-0102-F-5347155;0;0;0;Workers
04.11.1939;77;Female;ABB individuals;01-0102-F-5346784;0;0;0;Retired
14.11.1997;19;Female;ABB individuals;01-0102-F-5346046;0;0;0;Students
10.05.1993;23;Female;ABB individuals;01-0165-F-5346109;0;0;0;Students
19.10.1968;48;Female;ABB individuals;01-0102-F-5345177;0;0;0;Workers
22.06.1970;46;Male;ABB individuals;01-0102-F-5346134;0;0;0;Workers
02.07.1966;50;Female;ABB individuals;01-0102-F-5346821;0;0;0;Workers
22.01.1964;53;Female;ABB individuals;01-0102-F-5345197;0;0;0;Workers
26.09.1965;51;Female;ABB individuals;01-0102-F-5346208;0;0;0;Workers
05.09.1967;49;Male;ABB individuals;01-0102-F-5347301;0;0;0;Workers
11.01.1988;29;Male;ABB individuals;01-0102-F-5345239;0;0;0;Workers
19.01.1973;44;Male;ABB individuals;01-0102-F-5347336;0;0;0;Workers
31.01.1977;40;Male;ABB individuals;01-0102-F-5346978;0;0;0;Workers
14.06.1975;41;Male;ABB individuals;01-0165-F-5339305;1;0;0;Workers
24.07.1983;33;Female;ABB individuals;01-0102-F-5339906;0;0;0;Workers
22.05.1968;48;Female;ABB individuals;01-0102-F-5339918;0;0;0;Workers
29.08.1990;26;Male;ABB individuals;01-0102-F-5339390;0;0;0;Workers
28.05.1966;50;Male;ABB individuals;01-0102-F-5339986;0;0;0;Workers
05.01.1933;84;Male;ABB individuals;01-0165-F-5340047;0;0;0;Retired
04.04.1969;47;Male;ABB individuals;01-0165-F-5339612;0;0;0;Workers
11.07.1962;54;Male;ABB individuals;01-0102-F-5340072;0;0;0;Workers
22.12.1987;29;Male;ABB individuals;01-0102-F-5339089;0;0;0;Workers
22.01.1943;74;Female;ABB individuals;01-0165-F-5339106;0;0;0;Retired
03.10.1965;51;Male;ABB individuals;01-0102-F-5339698;0;0;0;Workers
04.11.1976;40;Male;ABB individuals;01-0102-F-5339113;0;0;0;Workers
09.10.1977;39;Female;ABB individuals;01-0165-F-5339134;0;0;0;Workers
13.08.1979;37;Female;ABB individuals;01-0165-F-5339741;0;0;0;Workers
30.10.1940;76;Female;ABB individuals;01-0165-F-5340180;0;0;0;Retired
02.07.1940;76;Female;ABB individuals;01-0102-F-5339248;0;0;0;Retired
27.12.1970;46;Male;ABB individuals;01-0102-F-5339854;0;0;0;Workers
11.10.1960;56;Male;ABB individuals;01-0165-F-5334821;0;0;0;Workers
13.04.1981;35;Male;ABB individuals;01-0102-F-5334387;0;0;0;Workers
23.01.1940;77;Female;ABB individuals;01-0102-F-5323407;0;0;0;Retired
15.11.1944;72;Male;ABB individuals;01-0102-F-5347110;0;0;0;Retired
08.02.1975;42;Male;ABB individuals;01-0102-F-5339721;0;0;0;Workers
17.03.1979;37;Female;ABB individuals;01-0102-F-5347565;0;0;0;Workers
17.04.1955;61;Female;ABB individuals;01-0102-F-5321960;1;0;0;Retired
22.01.1967;50;Male;ABB individuals;01-0102-F-5341861;0;0;0;VIP
06.10.1989;27;Male;ABB individuals;01-0102-F-5345573;1;0;0;Workers
23.07.1958;58;Male;ABB individuals;01-0165-F-5330259;0;0;0;Workers
10.06.1982;34;Female;ABB individuals;01-0165-F-5347442;0;0;0;Workers
20.04.1978;38;Male;ABB individuals;01-0102-F-5328900;0;0;0;Workers
17.12.1983;33;Female;ABB individuals;01-0165-F-5329101;0;0;0;Workers
16.10.1979;37;Female;ABB individuals;01-0102-F-5322264;1;0;0;Workers
07.10.1976;40;Male;ABB individuals;01-0102-F-5342172;0;0;0;Workers
15.02.1948;69;Female;ABB individuals;01-0102-F-5323380;0;0;0;Retired
01.05.1949;67;Female;ABB individuals;01-0102-F-5322111;0;0;0;Retired
01.03.1983;34;Female;ABB individuals;01-0102-F-5336522;0;0;0;Workers
02.03.1985;32;Female;ABB individuals;01-0102-F-5342467;1;1;0;Workers
16.09.1960;56;Male;ABB individuals;01-0102-F-5320629;0;0;1;Workers
02.09.1981;35;Female;ABB individuals;01-0165-F-5340450;0;0;0;Workers
27.04.1979;37;Female;ABB individuals;01-0102-F-5326703;0;0;0;Workers
13.08.1984;32;Female;ABB individuals;01-0165-F-5330585;0;0;0;Workers
16.05.1964;52;Male;ABB individuals;01-0000-F-5316607;1;0;1;Workers
02.11.1983;33;Female;ABB individuals;01-0102-F-5326635;0;0;0;Workers
07.03.1981;35;Male;ABB individuals;01-0102-F-5320861;0;0;0;Workers
18.11.1982;34;Female;ABB individuals;01-0165-F-5323712;1;0;0;Workers
24.04.1953;63;Female;ABB individuals;01-0165-F-5323109;0;0;0;Retired
27.07.1949;67;Female;ABB individuals;01-0102-F-5320149;0;0;0;Retired
25.08.1940;76;Female;ABB individuals;01-0102-F-5328361;1;1;0;Retired
19.03.1935;81;Female;ABB individuals;01-0165-F-5324264;0;0;0;Retired
07.04.1939;77;Male;ABB individuals;01-0102-F-5328811;0;0;0;Retired
07.03.1952;64;Female;ABB individuals;01-0102-F-5321038;0;0;0;Retired
14.05.1987;29;Female;ABB individuals;01-0102-F-5330658;1;1;0;Workers
03.07.1956;60;Female;ABB individuals;01-0165-F-5321102;0;0;0;Retired
19.08.1946;70;Female;ABB individuals;01-0102-F-5321733;0;0;0;Retired
08.12.1935;81;Female;ABB individuals;01-0102-F-5327550;1;0;0;Retired
06.06.1984;32;Female;ABB individuals;01-0165-F-5340242;0;0;0;Workers
19.08.1956;60;Female;ABB individuals;01-0102-F-5320526;0;0;0;Retired
19.12.1994;22;Female;ABB individuals;01-0102-F-5328153;0;0;0;Students
19.08.1952;64;Female;ABB individuals;01-0102-F-5321530;0;0;0;Retired
09.08.1984;32;Female;ABB individuals;01-0102-F-5330711;0;0;0;Workers
13.09.1996;20;Male;ABB individuals;01-0165-F-5343613;0;0;0;Students
18.03.1946;70;Female;ABB individuals;01-0102-F-5330087;0;0;0;Retired
07.07.1953;63;Female;ABB individuals;01-0102-F-5320074;0;0;0;Retired
20.11.1988;28;Female;ABB individuals;01-0165-F-5330618;0;0;0;Workers
10.07.1990;26;Female;ABB individuals;01-0102-F-5347737;0;0;0;Workers
09.06.1961;55;Female;ABB individuals;01-0102-F-5334981;0;0;0;Retired
28.01.1946;71;Female;ABB individuals;01-0102-F-5323417;1;0;0;Retired
28.09.1972;44;Female;ABB individuals;01-0165-F-5336296;1;0;0;Workers
23.01.1978;39;Female;ABB individuals;01-0102-F-5330875;1;0;0;Workers
03.04.1980;36;Female;ABB individuals;01-0102-F-5342565;0;0;0;Workers
25.12.1927;89;Male;ABB individuals;01-0102-F-5346336;0;0;0;Retired
18.06.1961;55;Female;ABB individuals;01-0102-F-5336740;0;0;0;Retired
23.02.1975;42;Male;ABB individuals;01-0102-F-5334242;0;0;0;Workers
17.10.1950;66;Female;ABB individuals;01-0102-F-5320137;0;0;0;Retired
02.09.1954;62;Male;ABB individuals;01-0102-F-5327539;0;0;0;Retired
19.03.1945;71;Female;ABB individuals;01-0165-F-5346256;0;0;0;Retired
06.07.1987;29;Female;ABB individuals;01-0165-F-5330707;0;0;0;Workers
09.07.1958;58;Female;ABB individuals;01-0102-F-5319932;0;0;0;Retired
23.03.1991;25;Female;ABB individuals;01-0102-F-5339692;0;0;0;Workers
10.05.1943;73;Female;ABB individuals;01-0102-F-5322127;0;0;0;Retired
17.05.1949;67;Female;ABB individuals;01-0102-F-5324458;0;0;0;Retired
05.08.1987;29;Male;ABB individuals;01-0102-F-5330127;0;0;0;Workers
16.08.1946;70;Female;ABB individuals;01-0102-F-5340307;0;0;0;Retired
07.01.1992;25;Male;ABB individuals;01-0102-F-5326057;0;0;0;Workers
20.09.1989;27;Female;ABB individuals;01-0102-F-5326712;0;0;0;Workers
11.12.1958;58;Female;ABB individuals;01-0102-F-5324235;0;0;0;Retired
10.11.1990;26;Female;ABB individuals;01-0102-F-5334966;0;0;0;Workers
17.10.1993;23;Female;ABB individuals;01-0102-F-5330929;0;0;0;Students
16.08.1974;42;Female;ABB individuals;01-0102-F-5322077;0;0;0;Workers
16.09.1949;67;Female;ABB individuals;01-0102-F-5324141;0;0;0;Retired
29.07.1987;29;Female;ABB individuals;01-0165-F-5337604;0;0;0;Workers
21.12.1953;63;Female;ABB individuals;01-0102-F-5324470;0;0;0;Retired
08.03.1990;26;Female;ABB individuals;01-0165-F-5330893;0;0;0;Workers
26.06.1938;78;Female;ABB individuals;01-0102-F-5334970;1;0;0;Retired
19.08.1952;64;Male;ABB individuals;01-0102-F-5324073;1;0;0;Retired
20.07.1935;81;Female;ABB individuals;01-0165-F-5334971;1;0;0;Retired
15.04.1963;53;Female;ABB individuals;01-0102-F-5336684;0;0;0;Workers
24.04.1986;30;Female;ABB individuals;01-0102-F-5337603;0;0;0;Workers
22.06.1949;67;Female;ABB individuals;01-0102-F-5324197;0;0;0;Retired
14.12.1983;33;Female;ABB individuals;01-0102-F-5339637;0;0;0;Workers
09.03.1997;19;Female;ABB individuals;01-0102-F-5330545;0;0;0;Students
26.07.1980;36;Male;ABB individuals;01-0102-F-5336468;0;0;0;Workers
10.11.1985;31;Male;ABB individuals;01-0102-F-5337669;0;0;0;Workers
15.02.1960;57;Female;ABB individuals;01-0102-F-5321904;1;0;0;Retired
01.03.1991;26;Male;ABB individuals;01-0165-F-5345534;0;0;0;Workers
16.03.1982;34;Male;ABB individuals;01-0102-F-5330923;1;0;0;Workers
08.06.1938;78;Female;ABB individuals;01-0102-F-5326673;0;0;0;Retired
03.03.1945;72;Female;ABB individuals;01-0165-F-5340388;0;0;0;Retired
06.03.1936;80;Female;ABB individuals;01-0102-F-5324471;0;0;0;Retired
04.02.1946;71;Female;ABB individuals;01-0165-F-5319848;1;0;0;Retired
02.12.1986;30;Female;ABB individuals;01-0102-F-5330593;0;0;0;Workers
27.09.1950;66;Female;ABB individuals;01-0165-F-5322084;0;0;0;Retired
13.09.1940;76;Female;ABB individuals;01-0102-F-5330937;0;0;0;Retired
20.11.1990;26;Female;ABB individuals;01-0165-F-5340310;0;0;0;Workers
04.07.1982;34;Female;ABB individuals;01-0102-F-5331007;0;0;0;Workers
21.04.1951;65;Male;ABB individuals;01-0102-F-5324222;1;0;0;Retired
30.03.1981;35;Female;ABB individuals;01-0165-F-5340447;0;0;0;Workers
13.06.1991;25;Female;ABB individuals;01-0102-F-5337611;0;0;0;Workers
01.12.1977;39;Female;ABB individuals;01-0165-F-5333670;0;0;0;Workers
10.09.1936;80;Female;ABB individuals;01-0102-F-5327507;0;0;0;Retired
16.07.1952;64;Male;ABB individuals;01-0102-F-5320176;0;0;0;Retired
26.02.1969;48;Male;ABB individuals;01-0165-F-5336647;0;0;0;Workers
22.05.1965;51;Female;ABB individuals;01-0102-F-5347600;0;0;0;Workers
26.06.1951;65;Male;ABB individuals;01-0102-F-5323164;0;0;0;Retired
15.05.1980;36;Male;ABB individuals;01-0165-F-5323714;0;0;0;Workers
08.05.1934;82;Female;ABB individuals;01-0102-F-5327986;1;0;0;Retired
10.03.1974;42;Female;ABB individuals;01-0102-F-5329166;0;0;0;Workers
01.12.1939;77;Female;ABB individuals;01-0102-F-5323245;0;0;0;Retired
10.11.1940;76;Female;ABB individuals;01-0165-F-5323822;0;0;0;Retired
06.03.1963;53;Male;ABB individuals;01-0102-F-5329315;0;0;0;Workers
23.07.1934;82;Female;ABB individuals;01-0102-F-5329364;0;0;0;Retired
08.12.1975;41;Male;ABB individuals;01-0102-F-5329380;0;0;0;Workers
02.02.1950;67;Female;ABB individuals;01-0102-F-5322880;0;0;0;Retired
13.04.1936;80;Female;ABB individuals;01-0165-F-5329451;0;0;0;Retired
18.10.1924;92;Female;ABB individuals;01-0102-F-5323494;0;0;0;Retired
02.03.1966;51;Female;ABB individuals;01-0102-F-5323530;0;0;0;Workers
17.05.1968;48;Male;ABB individuals;01-0102-F-5329548;0;0;0;Workers
03.04.1984;32;Male;ABB individuals;01-0102-F-5330469;0;0;0;Workers
26.05.1955;61;Female;ABB individuals;01-0102-F-5322942;0;0;0;Retired
24.05.1952;64;Female;ABB individuals;01-0165-F-5323015;0;0;0;Retired
22.11.1974;42;Male;ABB individuals;01-0102-F-5329755;0;0;0;Workers
16.05.1962;54;Female;ABB individuals;01-0102-F-5328468;1;0;0;Workers
25.02.1939;78;Female;ABB individuals;01-0165-F-5323345;0;0;0;Retired
25.08.1949;67;Male;ABB individuals;01-0102-F-5323448;0;0;0;Retired
13.09.1941;75;Female;ABB individuals;01-0102-F-5327509;0;0;0;Retired
21.07.1986;30;Female;ABB individuals;01-0102-F-5327541;0;0;0;Workers
01.04.1977;39;Female;ABB individuals;01-0102-F-5328791;0;0;0;Workers
22.06.1984;32;Female;ABB individuals;01-0102-F-5329875;0;0;0;Workers
11.10.1969;47;Male;ABB individuals;01-0102-F-5329932;1;0;0;Workers
28.12.1957;59;Female;ABB individuals;01-0102-F-5323724;0;0;0;Retired
04.10.1981;35;Female;ABB individuals;01-0102-F-5329029;0;0;0;Workers
10.03.1938;78;Female;ABB individuals;01-0102-F-5330079;0;0;0;Retired
17.03.1975;41;Female;ABB individuals;01-0102-F-5324327;0;0;0;Workers
15.04.1944;72;Female;ABB individuals;01-0102-F-5320601;0;0;0;Retired
28.10.1965;51;Male;ABB individuals;01-0102-F-5319531;1;1;0;Workers
01.03.1950;67;Female;ABB individuals;01-0102-F-5320951;0;0;0;Retired
01.05.1980;36;Male;ABB individuals;01-0102-F-5326115;0;0;0;Workers
01.02.1940;77;Male;ABB individuals;01-0165-F-5319720;0;0;0;Retired
22.08.1955;61;Female;ABB individuals;01-0165-F-5319796;0;0;0;Retired
15.02.1968;49;Female;ABB individuals;01-0102-F-5326182;0;0;0;Workers
01.01.1950;67;Female;ABB individuals;01-0102-F-5319553;0;0;0;Retired
23.08.1932;84;Male;ABB individuals;01-0102-F-5319556;0;0;0;Retired
05.10.1946;70;Female;ABB individuals;01-0102-F-5319674;0;0;0;Retired
23.04.1962;54;Female;ABB individuals;01-0165-F-5319804;0;0;0;Workers
28.03.1941;75;Male;ABB individuals;01-0165-F-5321074;0;0;0;Retired
21.07.1947;69;Female;ABB individuals;01-0165-F-5321568;0;0;0;Retired
10.10.1952;64;Female;ABB individuals;01-0102-F-5320866;1;0;0;Retired
25.03.1959;57;Female;ABB individuals;01-0165-F-5319585;0;0;0;Retired
11.04.1967;49;Female;ABB individuals;01-0102-F-5319424;0;0;0;Workers
21.06.1958;58;Female;ABB individuals;01-0102-F-5321653;0;0;0;Retired
10.05.1934;82;Female;ABB individuals;01-0102-F-5327174;0;0;0;Retired
06.05.1964;52;Female;ABB individuals;01-0102-F-5326300;1;0;0;Workers
09.11.1946;70;Female;ABB individuals;01-0165-F-5319615;0;0;0;Retired
19.11.1949;67;Female;ABB individuals;01-0102-F-5327124;1;0;0;Retired
17.10.1946;70;Female;ABB individuals;01-0102-F-5321214;1;0;0;Retired
30.12.1937;79;Female;ABB individuals;01-0102-F-5321645;0;0;0;Retired
14.05.1971;45;Male;ABB individuals;01-0102-F-5326542;0;0;0;Workers
30.08.1985;31;Female;ABB individuals;01-0165-F-5320865;0;0;0;Workers
10.02.1962;55;Female;ABB individuals;01-0102-F-5326042;1;0;0;Retired
01.04.1986;30;Male;ABB individuals;01-0102-F-5326467;0;0;0;Workers
07.08.1960;56;Male;ABB individuals;01-0165-F-5327616;0;0;0;Workers
03.03.1973;44;Male;ABB individuals;01-0102-F-5328720;0;0;0;Workers
09.12.1978;38;Male;ABB individuals;01-0102-F-5328271;0;0;0;Workers
20.12.1985;31;Female;ABB individuals;01-0102-F-5328755;0;0;0;Workers
25.09.1937;79;Female;ABB individuals;01-0102-F-5328786;0;0;0;Retired
09.06.1980;36;Male;ABB individuals;01-0165-F-5328895;0;0;0;Workers
10.09.1937;79;Female;ABB individuals;01-0102-F-5328918;0;0;0;Retired
30.08.1967;49;Female;ABB individuals;01-0102-F-5330195;1;0;0;Workers
01.01.1941;76;Female;ABB individuals;01-0165-F-5330282;0;0;0;Retired
04.02.1988;29;Female;ABB individuals;01-0165-F-5329217;0;0;0;Workers
13.02.1977;40;Female;ABB individuals;01-0102-F-5329310;0;0;0;Workers
03.02.1995;22;Female;ABB individuals;01-0165-F-5328995;0;0;0;Students
28.02.1982;35;Male;ABB individuals;01-0102-F-5329047;0;0;0;Workers
29.10.1931;85;Female;ABB individuals;01-0102-F-5329461;1;0;0;Retired
27.12.1989;27;Female;ABB individuals;01-0102-F-5327615;0;0;0;Workers
22.08.1995;21;Female;ABB individuals;01-0102-F-5341583;0;0;0;Students
26.04.1937;79;Male;ABB individuals;01-0102-F-5329360;0;0;0;Retired
15.11.1969;47;Female;ABB individuals;01-0165-F-5329453;0;0;0;Workers
13.05.1995;21;Male;ABB individuals;01-0102-F-5329456;0;0;0;Students
26.09.1970;46;Male;ABB individuals;01-0102-F-5330056;1;1;0;Workers
08.02.1944;73;Male;ABB individuals;01-0102-F-5328378;0;0;0;Retired
08.01.1996;21;Male;ABB individuals;01-0102-F-5328047;0;0;0;Students
11.10.1971;45;Male;ABB individuals;01-0102-F-5328673;0;0;0;Workers
06.06.1982;34;Male;ABB individuals;01-0102-F-5330075;1;0;0;Workers
17.04.1941;75;Female;ABB individuals;01-0102-F-5334273;0;0;0;Retired
06.04.1989;27;Female;ABB individuals;01-0102-F-5334286;0;0;1;Workers
15.01.1986;31;Female;ABB individuals;01-0102-F-5333768;0;0;0;Workers
12.10.1974;42;Female;ABB individuals;01-0102-F-5333878;0;0;0;Workers
08.09.1964;52;Female;ABB individuals;01-0102-F-5333660;0;0;0;Workers
18.06.1984;32;Female;ABB individuals;01-0102-F-5334799;0;0;0;Workers
24.02.1962;55;Female;ABB individuals;01-0165-F-5334005;0;0;0;Retired
09.01.1986;31;Male;ABB individuals;01-0102-F-5334029;0;0;0;Workers
13.07.1987;29;Male;ABB individuals;01-0102-F-5334691;0;0;0;Workers
18.07.1990;26;Male;ABB individuals;01-0102-F-5334038;0;0;0;Workers
03.11.1984;32;Female;ABB individuals;01-0102-F-5334126;0;0;0;Workers
16.10.1967;49;Male;ABB individuals;01-0102-F-5333705;0;0;0;Workers
04.04.1987;29;Female;ABB individuals;01-0102-F-5333719;0;0;0;Workers
09.06.1988;28;Male;ABB individuals;01-0102-F-5323733;0;0;0;Workers
13.02.1993;24;Male;ABB individuals;01-0102-F-5336768;0;0;0;Students
23.03.1981;35;Female;ABB individuals;01-0102-F-5337397;0;0;0;Workers
04.04.1965;51;Male;ABB individuals;01-0102-F-5337452;1;0;0;Workers
08.02.1988;29;Male;ABB individuals;01-0102-F-5336350;0;0;0;Workers
05.12.1986;30;Male;ABB individuals;01-0165-F-5336969;0;0;0;Workers
11.01.1967;50;Male;ABB individuals;01-0165-F-5336993;1;0;0;Workers
14.11.1933;83;Male;ABB individuals;01-0102-F-5337217;1;0;0;Retired
21.05.1962;54;Male;ABB individuals;01-0165-F-5336713;0;0;0;Workers
13.09.1978;38;Male;ABB individuals;01-0102-F-5343332;0;0;0;Workers
08.12.1970;46;Male;ABB individuals;01-0102-F-5343857;0;0;0;Workers
15.06.1963;53;Male;ABB individuals;01-0102-F-5343386;0;0;0;Workers
03.07.1964;52;Male;ABB individuals;01-0165-F-5343389;0;0;0;Workers
22.08.1987;29;Male;ABB individuals;01-0165-F-5343928;0;0;0;Workers
24.01.1969;48;Female;ABB individuals;01-0102-F-5343949;0;0;0;Workers
27.07.1966;50;Male;ABB individuals;01-0165-F-5343963;0;0;0;Workers
10.11.1970;46;Female;ABB individuals;01-0102-F-5343483;0;0;0;Workers
27.01.1987;30;Male;ABB individuals;01-0102-F-5343543;0;0;0;Workers
18.11.1964;52;Female;ABB individuals;01-0102-F-5343584;0;0;0;Workers
20.09.1994;22;Female;ABB individuals;01-0102-F-5343626;1;0;0;Students
28.08.1990;26;Female;ABB individuals;01-0102-F-5343708;0;0;0;Workers
20.06.1991;25;Male;ABB individuals;01-0102-F-5343719;0;0;0;Workers
03.09.1971;45;Female;ABB individuals;01-0102-F-5343742;0;0;0;Workers
03.04.1992;24;Female;ABB individuals;01-0165-F-5343767;0;0;0;Students
24.10.1969;47;Male;ABB individuals;01-0102-F-5344193;0;0;0;Workers
28.05.1943;73;Female;ABB individuals;01-0102-F-5344208;0;0;0;Retired
08.04.1976;40;Male;ABB individuals;01-0102-F-5343808;0;0;0;Workers
09.10.1960;56;Male;ABB individuals;01-0102-F-5341672;0;0;0;Workers
09.07.1941;75;Female;ABB individuals;01-0102-F-5342295;0;0;0;Retired
01.11.1967;49;Female;ABB individuals;01-0102-F-5342374;0;0;0;Workers
15.11.1995;21;Female;ABB individuals;01-0102-F-5341992;0;0;0;Students
26.09.1967;49;Male;ABB individuals;01-0165-F-5342002;0;0;0;Workers
06.06.1991;25;Female;ABB individuals;01-0102-F-5341383;0;0;0;Workers
08.10.1995;21;Female;ABB individuals;01-0102-F-5342035;0;0;0;Students
18.05.1937;79;Female;ABB individuals;01-0102-F-5342070;0;0;0;Retired
25.06.1965;51;Male;ABB individuals;01-0165-F-5341539;0;0;0;Workers
30.08.1967;49;Male;ABB individuals;01-0102-F-5341557;0;0;0;Workers
17.12.1987;29;Female;ABB individuals;01-0102-F-5342180;0;0;0;Workers
12.12.1985;31;Female;ABB individuals;01-0102-F-5342212;0;0;0;Workers
20.02.1930;87;Female;ABB individuals;01-0102-F-5342226;0;0;0;Retired
29.10.1944;72;Female;ABB individuals;01-0102-F-5346185;0;0;0;Retired
25.09.1927;89;Female;ABB individuals;01-0102-F-5347698;0;0;0;Retired
20.01.1959;58;Male;ABB individuals;01-0102-F-5345350;0;0;0;Workers
03.10.1987;29;Female;ABB individuals;01-0102-F-5345352;0;0;0;Workers
22.07.1973;43;Female;ABB individuals;01-0102-F-5345801;0;0;0;Workers
06.11.1941;75;Female;ABB individuals;01-0165-F-5345807;1;0;0;Retired
26.11.1964;52;Male;ABB individuals;01-0165-F-5347047;0;0;0;Workers
04.02.1974;43;Female;ABB individuals;01-0102-F-5345817;0;0;0;Workers
11.11.1942;74;Female;ABB individuals;01-0165-F-5345412;1;0;0;Retired
26.04.1969;47;Male;ABB individuals;01-0165-F-5345890;1;0;0;Workers
05.06.1969;47;Male;ABB individuals;01-0102-F-5347147;0;0;0;Workers
05.03.1990;26;Male;ABB individuals;01-0102-F-5347191;0;0;0;Workers
21.09.1934;82;Female;ABB individuals;01-0165-F-5347572;0;0;0;Retired
14.12.1981;35;Male;ABB individuals;01-0102-F-5347578;0;0;0;Workers
22.10.1953;63;Female;ABB individuals;01-0102-F-5346775;0;0;0;Retired
22.11.1936;80;Male;ABB individuals;01-0102-F-5347611;0;0;0;Retired
29.04.1959;57;Male;ABB individuals;01-0165-F-5345076;0;0;0;Workers
25.12.1977;39;Female;ABB individuals;01-0102-F-5345085;0;0;0;Workers
11.03.1963;53;Male;ABB individuals;01-0165-F-5346041;0;0;0;Workers
06.01.1948;69;Female;ABB individuals;01-0165-F-5345126;0;0;0;Retired
08.11.1992;24;Male;ABB individuals;01-0102-F-5345522;0;0;0;Students
23.07.1985;31;Male;ABB individuals;01-0102-F-5345169;0;0;0;Workers
03.12.1967;49;Male;ABB individuals;01-0102-F-5345173;1;0;0;Workers
25.06.1933;83;Female;ABB individuals;01-0102-F-5346145;0;0;0;Retired
08.03.1973;43;Female;ABB individuals;01-0102-F-5346841;0;0;0;Workers
26.02.1972;45;Female;ABB individuals;01-0102-F-5345597;0;0;0;Workers
27.01.1967;50;Female;ABB individuals;01-0102-F-5346848;0;0;0;Workers
08.09.1948;68;Female;ABB individuals;01-0102-F-5346866;0;0;0;Retired
04.09.1947;69;Male;ABB individuals;01-0165-F-5347290;0;0;0;Retired
02.08.1958;58;Female;ABB individuals;01-0102-F-5345656;1;0;0;Retired
12.07.1952;64;Female;ABB individuals;01-0102-F-5347319;0;0;0;Retired
08.09.1987;29;Female;ABB individuals;01-0102-F-5346949;0;0;0;Workers
16.10.1936;80;Female;ABB individuals;01-0102-F-5347355;0;0;0;Retired
15.03.1937;79;Female;ABB individuals;01-0165-F-5345738;1;0;0;Retired
01.05.1990;26;Female;ABB individuals;01-0165-F-5345330;0;0;0;Workers
11.11.1978;38;Female;ABB individuals;01-0102-F-5339284;0;0;0;Workers
30.12.1994;22;Male;ABB individuals;01-0102-F-5339358;0;0;0;Students
07.03.1967;49;Female;ABB individuals;01-0102-F-5339369;0;0;0;Workers
26.11.1995;21;Female;ABB individuals;01-0102-F-5339440;0;0;0;Students
21.04.1938;78;Female;ABB individuals;01-0102-F-5339453;0;0;0;Retired
16.09.1937;79;Female;ABB individuals;01-0102-F-5340002;0;0;0;Retired
26.06.1978;38;Female;ABB individuals;01-0102-F-5340005;1;0;0;Workers
01.02.1988;29;Male;ABB individuals;01-0102-F-5339039;1;0;0;Workers
12.09.1941;75;Female;ABB individuals;01-0165-F-5339631;0;0;0;Retired
